SAL_CODE_2021,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL41089,14,12,0,0,51
SAL41090,0,0,0,0,8
SAL41091,10,5,4,0,24
SAL41092,28,13,0,0,95
SAL41093,0,0,0,0,4
SAL41094,0,0,0,0,0
SAL41095,228,165,114,39,1343
SAL41096,393,259,136,48,3002
SAL41097,193,130,62,28,1381
SAL41098,186,158,67,16,1349
SAL41099,0,0,0,0,0
SAL41100,40,40,17,3,231
SAL41101,498,341,270,132,3658
SAL41102,0,0,0,0,7
SAL41103,878,547,279,101,7105
SAL41104,0,0,0,0,3
SAL41105,887,501,123,21,6332
SAL41106,0,0,0,0,4
SAL41107,0,0,0,0,0
SAL41108,11,8,3,0,48
SAL41109,22,16,0,0,80
SAL41110,9,8,0,0,65
SAL41111,84,63,25,9,476
SAL41112,32,16,3,3,112
SAL41113,189,145,60,29,1642
SAL41114,425,378,136,39,3108
SAL41115,0,0,0,0,7
SAL41116,17,8,5,0,58
SAL41117,5,3,0,0,24
SAL41118,8,0,3,0,14
SAL41119,0,8,0,0,14
SAL41120,216,257,175,94,1681
SAL41121,12,12,0,0,59
SAL41122,11,10,0,0,48
SAL41123,178,132,60,47,1425
SAL41124,121,87,48,23,945
SAL41125,11,3,0,0,48
SAL41126,0,0,0,0,21
SAL41127,3,0,0,0,17
SAL41128,0,0,0,0,11
SAL41129,3,3,0,0,24
SAL41130,0,9,5,0,34
SAL41131,11,16,3,0,44
SAL41132,0,0,0,0,0
SAL41133,23,39,37,7,148
SAL41134,15,12,4,5,94
SAL41135,28,31,17,6,159
SAL41136,237,120,52,34,1577
SAL41137,128,101,47,11,708
SAL41138,33,22,0,0,103
SAL41139,42,34,8,0,223
SAL41140,24,12,7,4,86
SAL41141,9,8,0,0,25
SAL41142,3,0,0,0,15
SAL41143,136,130,49,15,619
SAL41144,90,62,22,3,542
SAL41145,9,3,0,0,29
SAL41146,4,0,0,0,20
SAL41147,0,0,0,0,9
SAL41148,8,3,0,0,41
SAL41149,20,6,0,0,50
SAL41150,46,43,9,0,235
SAL41151,0,0,0,0,7
SAL41152,4,0,3,0,21
SAL41153,0,8,0,0,14
SAL41154,0,0,0,0,10
SAL41155,0,0,0,0,0
SAL41156,0,0,0,0,0
SAL41157,0,6,0,0,31
SAL41158,5,10,0,0,42
SAL41159,9,5,0,0,38
SAL41160,0,0,0,0,21
SAL41161,7,3,0,3,34
SAL41162,6,13,8,0,33
SAL41163,69,34,18,10,342
SAL41164,0,0,0,0,40
SAL41165,4,3,0,0,19
SAL41166,5,3,0,0,14
SAL41167,325,211,104,35,3245
SAL41168,241,177,59,28,2081
SAL41169,7,3,0,0,27
SAL41170,3,10,0,0,22
SAL41171,7,15,7,0,55
SAL41172,10,6,0,0,38
SAL41173,7,3,0,0,20
SAL41174,12,9,4,0,38
SAL41175,39,49,24,0,168
SAL41176,0,0,0,0,3
SAL41177,6,4,0,0,15
SAL41178,7,0,0,0,28
SAL41179,4,4,0,0,28
SAL41180,7,8,4,0,27
SAL41181,0,9,0,0,20
SAL41182,4,8,0,0,26
SAL41183,6,0,0,0,6
SAL41184,15,3,0,0,97
SAL41185,399,287,162,41,3138
SAL41186,0,5,0,0,5
SAL41187,142,90,29,5,746
SAL41188,0,0,0,0,0
SAL41189,436,283,160,37,2596
SAL41190,296,199,74,15,1692
SAL41191,3,3,0,0,10
SAL41192,115,115,69,23,537
SAL41193,0,0,0,0,3
SAL41194,220,272,204,66,1183
SAL41195,7,0,7,0,39
SAL41196,49,31,15,3,167
SAL41197,0,0,0,0,5
SAL41198,67,83,33,0,317
SAL41199,5,11,5,0,36
SAL41200,0,6,0,0,19
SAL41201,1030,757,363,140,6365
SAL41202,80,68,22,7,372
SAL41203,16,14,10,0,103
SAL41204,20,22,4,0,53
SAL41205,27,15,8,0,106
SAL41206,318,210,94,70,1703
SAL41207,235,201,82,22,1560
SAL41208,7,0,0,0,40
SAL41209,0,11,3,0,42
SAL41210,272,186,107,37,1547
SAL41211,178,118,59,14,876
SAL41212,0,17,11,0,39
SAL41213,43,44,20,10,186
SAL41214,62,81,37,13,256
SAL41215,42,39,18,6,257
SAL41216,160,144,56,13,938
SAL41217,0,0,0,0,5
SAL41218,11,30,5,0,80
SAL41219,0,0,0,0,14
SAL41220,1167,761,229,105,8276
SAL41221,15,13,3,0,82
SAL41222,16,6,3,0,129
SAL41223,3,0,0,0,3
SAL41224,5,0,0,0,17
SAL41225,7,10,0,0,22
SAL41226,0,0,0,0,0
SAL41227,0,4,0,0,15
SAL41228,14,8,0,0,71
SAL41229,0,0,0,0,22
SAL41230,0,3,0,0,23
SAL41231,4,3,0,0,20
SAL41232,150,83,41,18,891
SAL41233,127,109,49,14,582
SAL41234,0,10,0,0,10
SAL41235,12,11,0,0,57
SAL41236,10,9,5,0,52
SAL41237,12,4,3,0,34
SAL41238,0,0,0,0,12
SAL41239,11,6,3,0,67
SAL41240,26,14,4,4,87
SAL41241,11,6,3,0,57
SAL41242,421,342,112,11,2680
SAL41243,8,4,0,0,46
SAL41244,8,0,3,0,56
SAL41245,3,3,4,8,20
SAL41246,33,14,0,0,200
SAL41247,12,16,6,3,93
SAL41248,219,248,132,48,1800
SAL41249,51,33,7,6,266
SAL41250,33,25,13,0,195
SAL41251,105,71,15,0,595
SAL41252,102,71,22,14,845
SAL41253,289,233,108,22,2256
SAL41254,147,139,67,30,965
SAL41255,17,17,10,0,64
SAL41256,198,120,44,16,1887
SAL41257,253,224,180,75,2108
SAL41258,83,44,19,3,655
SAL41259,230,174,96,35,1454
SAL41260,134,109,61,8,946
SAL41261,82,55,32,3,379
SAL41262,0,0,0,0,4
SAL41263,91,101,54,22,451
SAL41264,130,115,57,14,626
SAL41265,20,18,6,5,88
SAL41266,5,0,0,0,5
SAL41267,32,22,8,5,146
SAL41268,11,18,6,0,73
SAL41269,10,11,0,0,55
SAL41270,0,0,0,0,3
SAL41271,0,0,0,0,0
SAL41272,7,3,0,0,22
SAL41273,171,161,60,12,844
SAL41274,16,14,7,0,93
SAL41275,16,4,0,0,68
SAL41276,273,155,47,15,1675
SAL41277,80,33,10,3,490
SAL41278,154,156,91,28,893
SAL41279,679,389,333,119,4433
SAL41280,9,9,4,0,60
SAL41281,174,21,3,3,1680
SAL41282,191,133,58,14,1626
SAL41283,146,120,51,5,723
SAL41284,4,0,0,0,29
SAL41285,0,0,0,0,0
SAL41286,65,37,15,0,221
SAL41287,0,0,0,0,5
SAL41288,430,298,186,111,3248
SAL41289,308,245,98,27,2316
SAL41290,525,404,254,98,3723
SAL41291,330,207,81,16,2048
SAL41292,495,325,133,53,3742
SAL41293,152,124,50,11,900
SAL41294,59,50,17,6,472
SAL41295,0,3,14,5,26
SAL41296,3,0,0,0,10
SAL41297,9,6,0,0,29
SAL41298,0,0,0,0,6
SAL41299,9,7,12,0,76
SAL41300,4,5,6,0,37
SAL41301,7,0,0,0,35
SAL41302,6,7,0,0,44
SAL41303,7,4,0,0,32
SAL41304,0,0,0,0,7
SAL41305,42,17,3,0,180
SAL41306,13,4,7,0,53
SAL41307,4,3,4,0,15
SAL41308,3,8,0,0,27
SAL41309,0,3,0,0,0
SAL41310,28,35,10,0,136
SAL41311,278,232,75,18,1307
SAL41312,219,194,71,40,1486
SAL41313,188,155,69,30,1769
SAL41314,115,83,54,5,808
SAL41315,316,275,184,127,2148
SAL41316,33,22,4,5,549
SAL41317,217,153,47,10,2477
SAL41318,460,291,156,30,2816
SAL41319,0,0,0,0,4
SAL41320,648,449,265,132,5093
SAL41321,223,168,107,26,1390
SAL41322,0,3,4,0,22
SAL41323,28,38,16,3,99
SAL41324,18,17,0,0,92
SAL41325,5,9,0,0,51
SAL41326,106,87,19,8,662
SAL41327,263,183,62,7,1388
SAL41328,41,23,9,0,152
SAL41329,420,234,64,23,1647
SAL41330,360,328,135,53,2237
SAL41331,114,81,27,12,558
SAL41332,4,0,0,0,44
SAL41333,12,11,3,0,76
SAL41334,20,21,5,0,102
SAL41335,4,5,0,0,34
SAL41336,14,9,3,0,66
SAL41337,4,3,0,0,13
SAL41338,528,309,68,7,3342
SAL41339,3,0,0,0,8
SAL41340,13,3,3,0,31
SAL41341,3,0,0,0,40
SAL41342,8,0,0,0,11
SAL41343,9,4,0,0,23
SAL41344,41,26,19,3,177
SAL41345,10,0,0,0,19
SAL41346,104,87,57,44,900
SAL41347,107,79,34,15,1164
SAL41348,24,6,0,0,81
SAL41349,41,29,13,6,155
SAL41350,0,3,0,0,28
SAL41351,70,47,20,3,394
SAL41352,595,513,284,124,3276
SAL41353,267,205,111,36,1533
SAL41354,0,0,0,0,8
SAL41355,7,0,0,0,30
SAL41356,315,228,112,54,2595
SAL41357,40,13,11,6,124
SAL41358,17,20,3,0,111
SAL41359,0,0,0,0,0
SAL41360,0,0,0,0,17
SAL41361,8,4,0,0,58
SAL41362,9,10,0,0,34
SAL41363,75,47,24,12,313
SAL41364,73,63,13,0,352
SAL41365,0,0,0,0,11
SAL41366,314,282,141,32,2087
SAL41367,126,77,13,0,1541
SAL41368,165,148,92,17,979
SAL41369,0,0,3,0,21
SAL41370,0,0,0,0,0
SAL41371,14,3,5,3,37
SAL41372,10,0,3,0,20
SAL41373,198,113,48,14,1661
SAL41374,146,91,41,11,877
SAL41375,396,278,113,42,2000
SAL41376,9,0,0,0,10
SAL41377,40,27,16,0,196
SAL41378,67,69,44,6,281
SAL41379,0,5,0,0,16
SAL41380,0,6,0,0,13
SAL41381,0,0,0,0,0
SAL41382,83,77,31,8,571
SAL41383,5,8,4,0,29
SAL41384,318,378,171,52,1885
SAL41385,173,102,46,3,1062
SAL41386,31,11,3,0,117
SAL41387,44,18,4,0,234
SAL41388,0,0,0,0,4
SAL41389,4,0,0,0,9
SAL41390,3,4,4,0,23
SAL41391,4,5,0,0,10
SAL41392,6,13,0,7,57
SAL41393,138,112,57,23,750
SAL41394,0,0,0,0,0
SAL41395,604,583,319,98,3504
SAL41396,137,106,34,20,668
SAL41397,3,0,0,0,12
SAL41398,0,3,4,0,9
SAL41399,0,0,0,0,3
SAL41400,0,0,0,0,0
SAL41401,156,168,84,25,1425
SAL41402,4,0,0,0,3
SAL41403,3,4,0,0,16
SAL41404,87,61,27,0,430
SAL41405,26,27,14,0,149
SAL41406,0,0,0,0,11
SAL41407,6,14,3,0,29
SAL41408,13,10,0,0,50
SAL41409,0,0,0,0,20
SAL41410,218,200,63,11,1611
SAL41411,3,3,5,0,17
SAL41412,57,36,6,0,319
SAL41413,35,29,15,10,138
SAL41414,10,13,3,0,74
SAL41415,3,0,0,0,11
SAL41416,124,99,68,23,707
SAL41417,4,0,0,0,25
SAL41418,3,0,0,0,7
SAL41419,44,25,14,0,199
SAL41420,394,350,168,67,2294
SAL41421,190,118,77,10,1381
SAL41422,7,0,0,0,15
SAL41423,5,8,0,0,20
SAL41424,0,0,0,0,0
SAL41425,3,0,0,0,14
SAL41426,26,27,8,5,128
SAL41427,5,0,0,0,4
SAL41428,30,23,15,0,167
SAL41429,25,18,12,0,128
SAL41430,0,0,0,0,5
SAL41431,20,16,5,0,121
SAL41432,288,228,141,32,1824
SAL41433,3,3,0,0,4
SAL41434,17,10,0,0,41
SAL41435,5,8,0,0,68
SAL41436,160,140,69,13,689
SAL41437,0,0,0,0,16
SAL41438,87,80,37,3,480
SAL41439,12,9,0,4,59
SAL41440,0,0,0,0,14
SAL41441,20,10,9,5,73
SAL41442,31,16,7,0,99
SAL41443,116,64,18,9,845
SAL41444,44,35,9,0,257
SAL41445,3,0,0,0,21
SAL41446,22,15,4,0,102
SAL41447,30,18,7,0,113
SAL41448,3,0,0,0,22
SAL41449,8,3,0,0,11
SAL41450,27,19,3,0,176
SAL41451,20,26,11,0,87
SAL41452,15,35,17,4,89
SAL41453,3,0,0,0,17
SAL41454,4,0,0,0,9
SAL41455,26,16,3,10,223
SAL41456,6,0,0,0,14
SAL41457,34,15,12,8,480
SAL41458,0,0,0,0,11
SAL41459,48,17,6,0,144
SAL41460,5,3,0,0,19
SAL41461,306,291,149,45,1659
SAL41462,4,0,0,0,8
SAL41463,0,0,0,0,0
SAL41464,313,233,104,24,1591
SAL41465,4,8,6,0,40
SAL41466,309,151,36,33,2260
SAL41467,0,0,0,0,14
SAL41468,0,0,0,0,0
SAL41469,9,5,0,0,53
SAL41470,6,4,0,0,12
SAL41471,374,228,113,41,2273
SAL41472,129,74,25,13,697
SAL41473,259,179,46,26,1513
SAL41474,50,38,5,0,241
SAL41475,24,8,3,5,71
SAL41476,135,155,75,33,764
SAL41477,38,17,5,0,163
SAL41478,0,0,0,0,7
SAL41479,153,161,83,14,918
SAL41480,164,116,44,5,1341
SAL41481,3,0,0,0,4
SAL41482,0,0,0,0,3
SAL41483,0,0,0,0,0
SAL41484,34,21,4,0,154
SAL41485,0,0,0,0,0
SAL41486,0,7,0,0,8
SAL41487,7,4,5,0,23
SAL41488,203,118,36,15,1327
SAL41489,4,12,0,0,65
SAL41490,364,336,148,18,2454
SAL41491,174,137,78,24,829
SAL41492,0,0,0,0,0
SAL41493,32,24,9,0,147
SAL41494,106,103,22,0,578
SAL41495,66,47,14,5,300
SAL41496,5,3,0,0,20
SAL41497,137,80,59,16,631
SAL41498,0,0,0,0,3
SAL41499,202,175,96,30,1397
SAL41500,316,343,240,58,3127
SAL41501,5,0,0,0,4
SAL41502,11,8,0,0,28
SAL41503,26,33,9,0,152
SAL41504,4,0,0,0,38
SAL41505,415,513,289,118,2209
SAL41506,9,10,7,0,44
SAL41507,110,95,23,9,1101
SAL41508,85,83,49,12,536
SAL41509,5,3,0,0,44
SAL41510,4,0,0,0,10
SAL41511,174,175,98,39,1075
SAL41512,51,39,17,0,195
SAL41513,15,13,11,0,44
SAL41514,235,254,185,115,1744
SAL41515,200,158,127,81,1642
SAL41516,7,0,4,0,27
SAL41517,0,0,0,0,7
SAL41518,340,306,171,42,1538
SAL41519,48,25,6,0,175
SAL41520,5,0,0,0,29
SAL41521,0,0,0,0,0
SAL41522,0,5,0,0,11
SAL41523,5,0,0,0,6
SAL41524,0,3,0,0,8
SAL41525,0,0,0,0,5
SAL41526,12,4,0,0,45
SAL41527,0,0,0,0,7
SAL41528,15,11,0,3,82
SAL41529,23,10,3,0,83
SAL41530,5,5,0,0,33
SAL41531,5,11,0,3,38
SAL41532,0,0,3,0,10
SAL41533,9,9,0,0,25
SAL41534,12,12,3,0,59
SAL41535,5,0,0,0,22
SAL41536,13,12,4,0,72
SAL41537,0,5,0,0,6
SAL41538,30,20,4,0,131
SAL41539,450,367,180,76,3123
SAL41540,9,5,0,6,44
SAL41541,0,3,0,0,26
SAL41542,64,29,6,0,419
SAL41543,0,0,0,0,0
SAL41544,4,0,0,0,11
SAL41545,14,8,0,0,89
SAL41546,3,4,0,0,32
SAL41547,61,85,53,18,383
SAL41548,34,24,9,4,163
SAL41549,0,0,0,0,0
SAL41550,15,10,0,0,62
SAL41551,226,137,90,41,1090
SAL41552,8,0,0,0,31
SAL41553,4,0,0,0,20
SAL41554,0,5,0,0,32
SAL41555,186,115,72,42,1245
SAL41556,4,3,6,0,24
SAL41557,0,0,0,0,0
SAL41558,13,23,3,0,54
SAL41559,0,8,0,0,26
SAL41560,74,46,11,0,436
SAL41561,29,17,12,0,84
SAL41562,38,29,16,0,144
SAL41563,0,0,4,0,22
SAL41564,466,353,206,73,2830
SAL41565,4,0,0,0,9
SAL41566,319,186,62,13,2152
SAL41567,120,44,25,11,851
SAL41568,592,706,377,131,3565
SAL41569,283,319,109,37,1673
SAL41570,0,0,0,0,9
SAL41571,65,29,12,3,521
SAL41572,0,0,0,0,6
SAL41573,236,203,86,78,1489
SAL41574,8,7,0,0,52
SAL41575,0,0,0,0,7
SAL41576,3,0,0,0,4
SAL41577,11,3,0,0,41
SAL41578,0,0,0,0,11
SAL41579,28,17,0,4,99
SAL41580,0,0,0,0,0
SAL41581,0,0,0,0,17
SAL41582,5,0,0,0,9
SAL41583,29,20,5,0,155
SAL41584,8,6,0,0,15
SAL41585,349,224,110,70,1853
SAL41586,0,0,0,0,0
SAL41587,106,51,38,5,916
SAL41588,450,225,151,42,2531
SAL41589,208,165,78,25,1221
SAL41590,425,295,181,52,2445
SAL41591,3,0,8,0,29
SAL41592,4,0,0,0,15
SAL41593,0,0,0,0,3
SAL41594,12,15,5,0,74
SAL41595,8,5,0,0,39
SAL41596,0,0,0,0,18
SAL41597,0,0,4,0,31
SAL41598,17,0,4,0,64
SAL41599,3,0,0,0,30
SAL41600,264,209,87,41,1552
SAL41601,0,0,0,0,5
SAL41602,273,165,54,19,1449
SAL41603,0,0,0,0,5
SAL41604,0,4,0,0,4
SAL41605,0,3,0,0,10
SAL41606,10,0,0,0,25
SAL41607,9,0,0,0,47
SAL41608,6,0,0,0,18
SAL41609,0,0,6,0,6
SAL41610,269,244,89,25,1337
SAL41611,14,12,0,0,82
SAL41612,66,46,9,0,267
SAL41613,31,35,9,0,178
SAL41614,79,55,28,3,319
SAL41615,13,3,0,0,40
SAL41616,338,253,133,34,3219
SAL41617,24,16,4,0,159
SAL41618,31,37,0,4,148
SAL41619,0,0,0,0,0
SAL41620,3,0,0,0,18
SAL41621,50,46,9,0,163
SAL41622,0,0,0,0,0
SAL41623,8,0,0,0,16
SAL41624,24,27,15,0,110
SAL41625,6,11,0,0,44
SAL41626,12,9,0,0,62
SAL41627,23,35,4,0,154
SAL41628,0,0,0,0,0
SAL41629,3,3,3,0,24
SAL41630,13,5,0,0,78
SAL41631,3,0,0,0,3
SAL41632,9,11,0,0,30
SAL41633,7,0,3,0,24
SAL41634,0,0,0,0,0
SAL41635,6,0,0,0,23
SAL41636,25,17,9,0,131
SAL41637,919,581,332,100,5398
SAL41638,75,50,22,6,573
SAL41639,15,3,0,0,43
SAL41640,0,0,0,0,34
SAL41641,21,4,5,0,83
SAL41642,235,183,127,45,1450
SAL41643,171,139,56,23,1114
SAL41644,119,65,37,15,994
SAL41645,150,79,28,9,1208
SAL41646,126,76,15,4,926
SAL41647,263,131,55,29,1745
SAL41648,236,145,63,16,2005
SAL41649,31,14,13,0,70
SAL41650,0,3,0,0,3
SAL41651,8,0,0,0,20
SAL41652,9,0,0,4,15
SAL41653,5,6,0,0,30
SAL41654,7,8,0,0,21
SAL41655,26,4,0,0,86
SAL41656,0,0,0,0,4
SAL41657,105,59,13,5,605
SAL41658,0,6,0,0,16
SAL41659,33,36,11,11,219
SAL41660,6,4,0,0,24
SAL41661,7,4,10,0,48
SAL41662,10,3,0,0,39
SAL41663,795,506,140,46,3944
SAL41664,7,12,3,0,41
SAL41665,25,9,6,0,61
SAL41666,0,0,0,0,3
SAL41667,52,42,33,39,393
SAL41668,0,0,0,0,7
SAL41669,14,6,0,0,120
SAL41670,7,4,0,0,46
SAL41671,0,3,0,0,4
SAL41672,0,0,0,0,3
SAL41673,0,0,3,0,8
SAL41674,10,0,0,0,28
SAL41675,98,111,57,18,469
SAL41676,0,0,0,0,7
SAL41677,0,0,0,0,6
SAL41678,0,0,0,0,3
SAL41679,4,4,0,0,23
SAL41680,32,20,12,4,138
SAL41681,0,0,0,0,9
SAL41682,36,28,8,0,164
SAL41683,13,0,0,0,31
SAL41684,0,0,0,0,0
SAL41685,5,4,0,0,9
SAL41686,3,0,0,0,12
SAL41687,10,7,5,0,28
SAL41688,5,0,0,0,11
SAL41689,77,78,32,11,395
SAL41690,27,32,13,0,111
SAL41691,0,0,0,0,0
SAL41692,6,0,0,0,22
SAL41693,0,0,0,0,0
SAL41694,10,7,8,0,76
SAL41695,6,8,0,0,20
SAL41696,6,0,0,0,7
SAL49494,345,212,26,9,1909
SAL49797,0,0,0,0,9
SAL50001,7,0,3,0,35
SAL50002,115,113,32,14,694
SAL50003,8,5,0,0,40
SAL50004,0,5,0,0,17
SAL50005,0,0,0,0,18
SAL50006,188,202,67,20,848
SAL50007,0,0,0,0,15
SAL50008,602,339,105,31,3272
SAL50009,0,0,0,0,3
SAL50010,263,189,105,28,1649
SAL50011,441,202,65,12,4906
SAL50012,4,3,0,0,6
SAL50013,62,38,8,0,290
SAL50014,5,6,0,0,42
SAL50015,0,0,0,0,6
SAL50016,59,34,9,0,281
SAL50017,0,5,0,0,37
SAL50018,0,0,0,0,0
SAL50019,30,17,8,0,139
SAL50020,7,4,0,0,24
SAL50021,0,0,0,0,0
SAL50022,775,680,307,82,4418
SAL50023,0,0,0,0,26
SAL50024,436,363,167,55,2707
SAL50025,72,42,11,5,312
SAL50026,790,655,385,131,5690
SAL50027,3,5,3,0,25
SAL50028,0,3,0,0,11
SAL50029,3,0,0,0,23
SAL50030,4,3,0,0,30
SAL50031,333,209,122,90,1886
SAL50032,163,124,106,37,1316
SAL50033,0,0,0,0,0
SAL50034,80,61,38,14,742
SAL50035,702,428,275,112,3773
SAL50036,565,245,91,11,4558
SAL50037,242,146,58,57,3318
SAL50038,147,202,114,41,771
SAL50039,1143,786,335,71,7384
SAL50040,567,293,113,10,6595
SAL50041,0,3,0,0,0
SAL50042,0,0,0,0,8
SAL50043,8,0,0,0,25
SAL50044,3,0,0,0,5
SAL50045,9,0,0,0,24
SAL50046,0,0,0,0,5
SAL50047,0,0,0,0,4
SAL50048,17,13,4,0,88
SAL50049,0,3,0,0,14
SAL50050,5,3,4,0,28
SAL50051,92,105,27,0,583
SAL50052,9,7,0,0,53
SAL50053,634,434,300,172,5646
SAL50054,1758,939,518,67,17154
SAL50055,560,396,210,54,6554
SAL50056,71,91,35,7,350
SAL50057,3,7,0,0,11
SAL50058,0,0,0,0,3
SAL50059,11,11,0,0,49
SAL50060,0,0,0,0,0
SAL50061,1544,724,281,61,7920
SAL50062,0,6,3,0,16
SAL50063,4,0,0,0,14
SAL50064,12,8,0,0,33
SAL50065,13,5,0,0,27
SAL50066,24,17,13,0,179
SAL50067,34,3,0,0,223
SAL50068,161,86,30,10,765
SAL50069,415,173,46,7,5081
SAL50070,0,0,0,0,0
SAL50071,0,5,0,0,35
SAL50072,4,0,0,0,7
SAL50073,0,0,0,0,14
SAL50074,6,9,0,0,31
SAL50075,80,42,32,0,432
SAL50076,10,0,0,0,44
SAL50077,33,24,7,0,144
SAL50078,939,617,267,89,5905
SAL50079,342,287,159,35,2226
SAL50080,0,0,0,0,0
SAL50081,187,38,4,0,2269
SAL50082,257,216,133,25,1578
SAL50083,1223,792,358,178,8651
SAL50084,133,78,39,23,744
SAL50085,8,0,0,4,47
SAL50086,505,337,140,33,2994
SAL50087,0,0,0,0,0
SAL50088,5,3,0,0,27
SAL50089,0,0,0,0,24
SAL50090,381,306,147,39,4648
SAL50091,448,274,126,32,3091
SAL50092,301,163,86,9,1530
SAL50093,622,402,136,31,3870
SAL50094,10,6,0,0,61
SAL50095,6,3,0,0,47
SAL50096,8,3,8,0,29
SAL50097,11,6,0,0,48
SAL50098,503,245,67,17,4249
SAL50099,9,0,0,0,21
SAL50100,4,3,6,0,42
SAL50101,9,12,6,0,78
SAL50102,293,218,56,10,2067
SAL50103,40,27,9,0,137
SAL50104,126,72,24,13,714
SAL50105,415,268,105,45,3760
SAL50106,20,5,3,0,84
SAL50107,12,0,4,0,82
SAL50108,0,0,0,0,11
SAL50109,12,9,6,0,65
SAL50110,281,125,44,3,2448
SAL50111,277,307,421,449,5423
SAL50112,141,103,34,17,768
SAL50113,9,0,0,0,22
SAL50114,0,0,0,0,0
SAL50115,218,107,27,8,2791
SAL50116,83,116,51,22,504
SAL50117,566,387,189,84,3170
SAL50118,104,65,26,7,427
SAL50119,746,613,283,132,4140
SAL50120,0,4,0,0,7
SAL50121,21,43,9,0,120
SAL50122,0,0,0,0,7
SAL50123,92,34,10,0,854
SAL50124,0,0,0,0,0
SAL50125,6,0,0,0,26
SAL50126,129,95,48,8,574
SAL50127,0,0,0,0,0
SAL50128,0,0,0,0,3
SAL50129,132,100,30,4,659
SAL50130,12,3,0,0,33
SAL50131,6,12,3,0,35
SAL50132,127,114,80,42,738
SAL50133,11,8,3,0,34
SAL50134,7,3,0,0,23
SAL50135,9,0,0,0,18
SAL50136,7,3,0,0,24
SAL50137,106,72,22,3,512
SAL50138,6,0,0,0,12
SAL50139,3,0,0,0,9
SAL50140,11,14,0,0,51
SAL50141,0,3,0,0,18
SAL50142,31,22,7,0,109
SAL50143,12,0,0,0,94
SAL50144,0,0,0,0,0
SAL50145,10,9,9,0,69
SAL50146,9,0,0,0,16
SAL50147,3,0,0,0,37
SAL50148,546,400,242,144,3261
SAL50149,4,0,0,0,5
SAL50150,0,0,0,0,0
SAL50151,12,14,7,0,66
SAL50152,4,4,0,0,27
SAL50153,0,3,0,0,16
SAL50154,4,0,0,0,0
SAL50155,0,0,0,0,3
SAL50156,0,0,0,0,8
SAL50157,16,15,6,0,64
SAL50158,4,12,0,0,35
SAL50159,355,168,50,4,2128
SAL50160,3,5,0,0,27
SAL50161,111,104,33,8,476
SAL50162,56,35,16,0,237
SAL50163,4,0,6,0,23
SAL50164,6,0,0,0,33
SAL50165,11,17,0,0,51
SAL50166,3,3,0,0,8
SAL50167,9,3,0,0,32
SAL50168,58,48,33,9,394
SAL50169,146,101,38,6,663
SAL50170,0,0,0,0,14
SAL50171,3,4,0,0,18
SAL50172,84,67,36,9,427
SAL50173,185,52,15,0,4301
SAL50174,12,8,4,0,68
SAL50175,5,7,0,0,22
SAL50176,3,3,0,0,17
SAL50177,46,25,18,3,198
SAL50178,153,116,36,29,1132
SAL50179,0,0,0,0,0
SAL50180,328,382,141,30,1685
SAL50181,110,79,17,6,550
SAL50182,5,6,0,0,12
SAL50183,291,365,271,157,2089
SAL50184,53,15,0,0,336
SAL50185,77,52,19,3,492
SAL50186,0,0,3,0,10
SAL50187,124,84,18,0,1133
SAL50188,27,17,4,0,131
SAL50189,57,35,15,9,291
SAL50190,315,155,51,15,1984
SAL50191,6,6,4,0,44
SAL50192,24,18,10,0,90
SAL50193,14,8,3,0,87
SAL50194,0,0,0,0,0
SAL50195,12,6,4,0,53
SAL50196,54,51,30,9,311
SAL50197,98,61,29,7,526
SAL50198,3,0,4,0,15
SAL50199,6,6,0,0,22
SAL50200,195,56,6,0,1571
SAL50201,668,710,411,176,4556
SAL50202,0,0,0,0,0
SAL50203,3,5,0,0,32
SAL50204,20,10,6,0,75
SAL50205,0,4,0,0,14
SAL50206,0,0,0,0,4
SAL50207,436,268,84,17,2627
SAL50208,0,0,0,0,0
SAL50209,6,0,0,0,21
SAL50210,463,361,162,88,2362
SAL50211,0,0,0,0,7
SAL50212,4,0,0,0,17
SAL50213,0,3,0,0,26
SAL50214,3,3,0,3,21
SAL50215,7,5,0,0,16
SAL50216,0,0,0,0,0
SAL50217,60,39,19,0,369
SAL50218,0,0,5,0,6
SAL50219,18,13,8,0,320
SAL50220,0,0,0,0,3
SAL50221,433,191,43,10,2209
SAL50222,20,24,12,0,178
SAL50223,6,7,0,0,51
SAL50224,0,0,0,0,9
SAL50225,0,0,0,0,0
SAL50226,258,197,60,8,1864
SAL50227,40,16,12,0,423
SAL50228,159,171,94,30,915
SAL50229,666,363,134,29,5958
SAL50230,797,429,158,43,8216
SAL50231,421,228,49,11,3086
SAL50232,3,7,0,0,25
SAL50233,4,0,0,0,4
SAL50234,15,12,5,5,71
SAL50235,99,88,84,48,818
SAL50236,8,8,7,0,26
SAL50237,0,0,0,0,6
SAL50238,29,8,0,0,177
SAL50239,0,0,0,0,15
SAL50240,302,183,78,24,1778
SAL50241,0,0,0,0,20
SAL50242,0,0,0,0,0
SAL50243,3,4,6,0,26
SAL50244,0,0,0,0,6
SAL50245,2522,1385,457,132,17004
SAL50246,271,175,73,22,4066
SAL50247,0,0,0,0,4
SAL50248,61,36,4,5,251
SAL50249,0,0,0,0,0
SAL50250,0,0,0,0,11
