SAL_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SAL10077,4,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,7,10,0,8,4,3,0,3,3,0,38,0,0,0,0,0,3,0,0,0,5,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,29,12,11,20,7,4,7,5,0,92
SAL10078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,9
SAL10079,0,3,0,3,3,0,0,0,0,12,8,3,5,8,4,0,4,0,0,25,11,10,66,31,14,16,20,19,0,190,0,0,0,5,3,3,0,5,0,14,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,5,11,24,58,81,53,32,27,25,30,4,342
SAL10080,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,5,10,0,0,3,6,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,5,11,0,0,0,4,0,48
SAL10081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8
SAL10082,4,0,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,16,0,10,6,3,0,0,5,0,47,0,0,0,0,0,0,0,3,0,9,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41,29,15,13,9,4,3,13,0,118
SAL10083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,14
SAL10084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SAL10085,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0,8,3,0,0,3,0,40
SAL10086,73,89,26,68,49,13,4,15,6,348,89,96,55,154,114,30,15,43,11,600,245,108,637,284,251,137,108,195,16,1982,17,12,22,37,32,29,13,33,5,190,23,15,11,34,47,23,9,21,3,183,5,17,5,3,9,0,0,9,0,57,15,12,19,14,22,9,6,12,23,130,1029,2637,937,964,845,339,191,506,91,7544
SAL10087,43,35,36,22,48,19,19,15,3,238,66,46,50,64,71,33,18,35,4,384,62,35,203,83,87,26,49,46,8,593,0,3,4,14,11,3,0,10,0,46,14,13,12,11,25,15,0,6,0,96,7,10,6,8,6,5,0,9,0,63,10,20,9,10,10,11,8,15,9,98,600,1414,460,365,568,244,164,264,79,4152
SAL10088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10089,0,5,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,8,0,8,3,0,8,0,0,0,3,9,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,7,0,10,5,20,8,10,8,3,3,33,4,86
SAL10090,0,4,0,0,0,0,0,0,0,9,0,3,0,7,6,0,0,3,0,25,3,0,20,11,3,6,4,4,0,54,0,0,0,0,0,0,0,0,0,6,0,0,0,4,4,0,0,0,0,9,3,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,3,38,53,26,33,24,15,6,19,0,213
SAL10091,40,38,16,28,31,11,11,9,0,187,30,44,27,23,53,14,3,17,0,217,39,28,68,43,41,21,12,14,3,264,0,0,0,0,7,4,4,6,0,19,6,8,3,5,14,7,4,0,0,52,9,19,0,4,4,0,6,0,0,41,8,14,3,3,9,0,0,4,9,56,726,2127,235,245,479,185,66,93,66,4223
SAL10092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,18
SAL10093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10
SAL10094,27,18,13,9,19,5,4,3,0,95,20,21,0,11,27,9,4,5,0,97,28,12,79,17,28,14,3,17,5,194,0,0,4,0,6,5,0,3,0,13,3,0,4,3,12,3,3,3,0,37,0,3,0,0,4,3,0,0,0,13,0,8,0,7,0,0,0,4,0,19,273,497,111,68,166,61,26,34,11,1239
SAL10095,3,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,3,0,14,3,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,6,4,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,18,13,5,9,0,4,3,0,64
SAL10096,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,12,0,0,10,5,4,4,6,0,0,36,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,13,10,5,7,6,5,0,76
SAL10097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL10098,0,5,0,5,3,0,8,0,0,25,4,0,0,17,4,0,8,8,0,37,9,9,56,20,19,5,23,21,7,161,0,0,0,0,0,4,0,4,0,11,5,0,0,6,0,0,3,3,0,16,0,0,0,0,0,0,0,0,0,6,3,5,4,0,3,0,5,4,4,27,21,72,61,67,51,18,53,39,19,401
SAL10099,58,87,83,74,73,38,23,64,0,504,100,113,108,179,106,78,25,72,11,801,89,81,259,161,137,79,62,78,17,958,5,13,0,17,18,3,8,16,5,77,15,17,21,30,35,19,3,11,0,158,11,28,5,12,13,5,3,8,8,101,16,30,12,18,12,12,7,20,43,177,1216,4086,867,946,1189,545,252,553,156,9813
SAL10100,3,0,0,4,0,0,0,0,0,7,6,4,0,0,5,0,0,0,0,15,18,7,9,6,6,0,5,9,0,55,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,16,38,15,16,22,14,4,9,12,5,127
SAL10101,0,0,0,0,0,0,0,0,0,4,0,8,0,0,4,0,0,0,0,16,8,8,21,3,4,0,4,7,0,48,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,26,9,13,0,4,7,0,96
SAL10102,5,4,0,0,4,0,0,0,0,15,10,7,8,17,11,0,0,9,0,60,29,18,107,81,32,38,38,54,7,411,0,0,0,3,5,3,0,13,0,36,0,0,0,3,3,0,4,8,0,24,0,0,0,0,0,0,0,0,0,9,0,0,0,7,4,0,4,11,3,32,57,105,129,131,69,53,55,106,19,729
SAL10103,21,21,13,18,14,0,3,3,6,99,40,33,19,35,29,10,7,10,4,177,60,43,225,70,80,42,76,38,8,629,3,0,0,4,10,5,4,10,0,37,0,3,3,9,21,5,0,0,0,45,0,6,0,0,0,0,0,0,0,9,0,3,0,8,6,0,0,0,3,24,220,463,284,190,209,82,99,66,21,1629
SAL10104,19,34,18,26,33,6,9,7,4,156,24,34,22,51,39,18,6,13,0,219,25,18,120,60,38,24,20,13,4,327,0,4,0,3,6,8,0,0,0,24,3,3,7,12,10,9,8,3,0,59,3,12,0,5,3,0,0,0,0,19,3,10,5,5,4,0,0,0,7,47,392,1113,265,285,345,143,57,89,25,2717
SAL10105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,0,0,0,0,0,18
SAL10106,5,0,0,0,0,0,0,0,0,4,4,5,0,3,6,0,0,0,0,14,11,0,33,12,4,6,8,8,3,86,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,11,32,31,39,12,19,10,11,22,6,177
SAL10107,38,45,85,84,58,61,50,117,11,555,69,76,162,308,114,119,96,223,32,1206,59,31,306,193,86,65,89,93,23,948,4,3,5,25,18,12,14,19,0,102,3,7,22,37,23,9,13,27,0,155,9,21,14,22,12,6,22,31,5,142,19,21,36,44,22,24,37,44,91,335,631,2021,1026,1471,877,704,698,1159,271,8857
SAL10108,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,4,6,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,10,16,11,0,0,0,4,0,49
SAL10109,10,24,4,8,13,4,0,0,0,54,9,17,11,17,8,3,3,5,3,71,25,11,65,18,15,8,15,9,3,163,0,0,0,0,3,0,0,0,0,13,5,0,0,3,12,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,10,190,520,108,84,102,31,24,16,14,1099
SAL10110,10,13,8,20,22,6,5,6,0,92,27,42,20,40,41,21,17,5,3,226,46,20,164,43,65,34,45,32,12,467,3,0,5,4,4,12,3,0,0,32,6,9,4,16,10,8,9,11,0,64,4,5,0,0,0,0,3,0,3,27,3,3,7,8,3,3,6,7,7,42,252,667,264,211,315,133,128,99,41,2106
SAL10111,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,9,3,3,0,0,3,0,35
SAL10112,80,102,20,41,50,22,5,14,6,348,69,74,36,42,58,23,8,19,8,339,146,62,302,66,77,34,23,42,11,754,9,11,0,7,7,10,0,3,0,50,33,18,14,11,30,16,7,16,0,145,13,10,5,0,8,3,0,0,0,44,14,11,6,3,12,9,0,7,11,71,916,1298,451,259,396,201,59,127,66,3772
SAL10113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,9
SAL10114,0,0,0,0,4,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,3,0,9,3,3,3,0,3,0,33,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,20,12,7,6,3,0,11,3,79
SAL10115,30,39,4,18,24,11,0,9,0,137,25,34,11,37,43,16,0,7,0,173,70,25,171,51,46,25,21,23,7,440,5,0,3,7,9,3,0,0,0,18,8,9,4,3,6,0,0,6,0,36,3,3,0,0,5,0,0,0,0,10,6,7,0,0,0,0,3,3,0,19,307,687,209,156,198,76,30,49,12,1728
SAL10116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10117,8,11,5,0,5,0,4,0,0,31,4,7,9,25,15,0,0,0,0,73,24,5,89,38,29,17,22,21,8,256,0,0,0,0,0,5,0,6,0,10,3,0,0,0,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,3,0,0,14,64,107,110,92,71,29,35,30,12,537
SAL10118,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,8,4,0,9,0,4,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,17,9,5,7,7,3,0,0,73
SAL10119,0,3,0,0,0,0,0,0,0,6,3,0,0,0,7,0,0,0,0,11,4,0,17,13,11,3,15,3,0,71,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,25,12,19,3,16,9,0,128
SAL10120,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,8,3,3,9,6,0,0,5,7,0,26,0,0,0,0,4,0,0,0,0,9,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,13,12,12,8,9,4,9,0,78
SAL10121,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,0,7,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,5,0,6,0,7,0,0,35
SAL10122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
SAL10123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,5,3,0,17
SAL10125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,11
SAL10126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL10127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL10130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,6,3,0,0,0,0,38
SAL10131,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,0,12,0,4,0,5,0,0,30,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,13,0,3,0,6,0,0,53
SAL10132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL10133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,6,0,3,0,0,0,0,25
SAL10134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL10135,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,19
SAL10136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13
SAL10137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,10
SAL10138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,0,0,11
SAL10139,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,0,0,0,0,24
SAL10140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9
SAL10141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7
SAL10143,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,3,0,0,0,0,0,23
SAL10144,0,3,0,0,0,0,0,0,0,16,3,0,3,10,5,0,0,0,0,21,8,8,39,16,4,6,9,3,0,89,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,8,28,41,53,34,25,11,10,12,5,206
SAL10145,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,3,0,4,3,0,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,9,0,0,3,4,0,6,0,44
SAL10146,0,4,0,5,0,0,0,0,0,7,11,3,7,11,3,0,0,0,0,38,10,11,61,22,11,6,7,8,3,143,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,9,35,61,71,35,28,16,9,16,10,283
SAL10147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,21
SAL10148,0,3,0,0,0,0,0,0,0,9,0,0,0,4,3,0,0,0,0,5,10,5,27,6,3,0,3,5,0,55,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,28,30,17,9,0,7,10,0,121
SAL10149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10
SAL10150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10151,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,3,0,18
SAL10152,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,3,0,0,9,0,19
